Time,Entity2,Entity2,Entity2,Entity2,Entity2,Entity2,Entity1,Entity1,Entity1,Entity1,Entity1,Entity1,Entity0,Entity0,Entity0,Entity0,Entity0,Entity0,Entity4,Entity4,Entity4,Entity4,Entity4,Entity4,Entity3,Entity3,Entity3,Entity3,Entity3,Entity3
1.0000001,-10.393446,-9.720253,44.13566,-2.81649,-3.200741,9.025582,-27.73074,-19.005999,5.128366,-4.3888535,-2.0571983,0.2005294,3.8179986,21.696625,3.323233,-0.9002684,3.5715837,-0.19180997,-30.27383,29.862698,39.137585,-3.7932677,7.2107396,6.5607877,21.852333,-48.842056,10.062143,5.1220403,-9.779232,1.703519
1.1000001,-13.495999,-13.237203,54.063763,-2.8244886,-3.1937292,9.025514,-32.561367,-21.262896,5.3489447,-4.394081,-2.046281,0.20052205,2.832611,25.626596,3.1122394,-0.8913726,3.5738108,-0.19181448,-34.436607,37.799706,46.35442,-3.7754664,7.2201476,6.5607276,27.473215,-59.606224,11.936007,5.0978174,-9.791935,1.7035035
1.2000002,-16.890474,-17.065203,64.894325,-2.8332095,-3.1860576,9.025423,-37.837585,-23.711475,5.589566,-4.3997765,-2.0343568,0.20051368,1.7686268,29.916574,2.882059,-0.88166666,3.5762153,-0.19181907,-38.955833,46.469845,54.22725,-3.7560403,7.230361,6.560651,33.575172,-71.3646,13.9802,5.0713835,-9.805725,1.7034837
1.3000002,-20.579754,-21.20169,76.627304,-2.8426511,-3.1777198,9.025306,-43.561283,-26.347782,5.850228,-4.405937,-2.0214212,0.20050418,0.62925726,34.56732,2.6326914,-0.87114996,3.5787904,-0.19182365,-43.825085,55.876434,62.756035,-3.7349875,7.2413654,6.5605536,40.14946,-84.12166,16.194714,5.0427365,-9.820583,1.7034587
1.4000002,-24.566582,-25.644194,89.26263,-2.8528123,-3.1687095,9.025157,-49.734238,-29.168005,6.1309266,-4.412561,-2.0074704,0.20049347,-0.5824214,39.57955,2.364135,-0.8598222,3.581529,-0.19182812,-49.038193,66.022606,71.94073,-3.712306,7.253147,6.5604334,47.187687,-97.88162,18.579535,5.0118737,-9.83649,1.7034276
1.5000002,-28.853926,-30.390026,102.80023,-2.8636913,-3.1590202,9.024973,-56.35837,-32.168034,6.4316583,-4.419646,-1.9924998,0.20048144,-1.8630888,44.954014,2.0763896,-0.8476829,3.5844233,-0.19183238,-54.588497,76.911705,81.78127,-3.6879945,7.265691,6.560286,54.68079,-112.64902,21.134647,4.978792,-9.853424,1.7033895
1.6000003,-33.444965,-35.43629,117.24001,-2.8752868,-3.1486444,9.024749,-63.435745,-35.343437,6.752418,-4.427189,-1.9765049,0.20046797,-3.20918,50.691494,1.7694545,-0.8347317,3.5874655,-0.19183631,-60.468853,88.547295,92.277596,-3.6620502,7.2789803,6.5601087,62.61905,-128.42865,23.860035,4.9434896,-9.871364,1.7033436
1.7000003,-38.34343,-40.77957,132.58186,-2.8875966,-3.1375737,9.024478,-70.96877,-38.68901,7.093201,-4.4351873,-1.9594802,0.20045294,-4.616509,56.792904,1.4433297,-0.82096803,3.590646,-0.1918398,-66.67086,100.93351,103.42961,-3.6344717,7.292997,6.5598965,70.99104,-145.2261,26.755674,4.9059625,-9.890284,1.7032888
1.8000003,-43.55292,-46.416527,148.82564,-2.9006188,-3.1258001,9.024154,-78.95978,-42.199688,7.4540014,-4.443639,-1.9414206,0.20043622,-6.0810213,63.259083,1.0980153,-0.8063914,3.5939558,-0.19184272,-73.186386,114.07429,115.237206,-3.6052558,7.3077216,6.5596447,79.78569,-163.04668,29.821537,4.8662086,-9.910159,1.7032237
1.9000003,-49.077255,-52.343597,165.97116,-2.9143515,-3.113315,9.023771,-87.411224,-45.870094,7.8348126,-4.4525394,-1.9223204,0.20041767,-7.598419,70.0909,0.73351187,-0.79100144,3.5973852,-0.19184494,-80.006805,127.97375,127.70026,-3.574401,7.3231354,6.55935,88.99126,-181.89595,33.05759,4.8242235,-9.9309635,1.7031474
2.0000002,-54.92045,-58.556988,184.01826,-2.9287922,-3.1001093,9.023325,-96.32568,-49.694523,8.235628,-4.4618864,-1.9021738,0.20039715,-9.164161,77.28923,0.34982035,-0.7747975,3.6009238,-0.19184633,-87.12299,142.63618,140.81862,-3.5419042,7.339218,6.559007,98.59532,-201.7797,36.4638,4.780005,-9.952668,1.7030586
2.1000001,-61.086735,-65.05267,202.9667,-2.943939,-3.0861735,9.022806,-105.705864,-53.66695,8.656439,-4.4716763,-1.8809745,0.2003745,-10.773456,84.85499,-0.05305755,-0.7577791,3.6045609,-0.19184673,-94.525314,158.06604,154.59212,-3.5077631,7.3559475,6.558611,108.5848,-222.70392,40.040115,4.733549,-9.9752445,1.7029561
2.2,-67.580894,-71.82607,222.81624,-2.959789,-3.071497,9.022208,-115.55484,-57.780544,9.097236,-4.4819055,-1.8587158,0.20034955,-12.420895,92.78915,-0.47511977,-0.7399457,3.6082842,-0.19184598,-102.20291,174.2683,169.02057,-3.471975,7.373299,6.558156,118.944885,-244.67534,43.786488,4.6848526,-9.998658,1.7028383
2.3,-74.40757,-78.87268,243.56653,-2.97634,-3.0560687,9.021523,-125.87557,-62.028618,9.558008,-4.49257,-1.8353909,0.20032215,-14.101198,101.092606,-0.9163634,-0.7212968,3.6120815,-0.19184393,-110.14516,191.24768,184.10373,-3.4345376,7.3912487,6.557637,129.66113,-267.70032,47.70286,4.633912,-10.022878,1.7027038
2.3999999,-81.57158,-86.187744,265.21725,-2.9935892,-3.0398781,9.020743,-136.67111,-66.404144,10.038746,-4.5036654,-1.810993,0.20029211,-15.808837,109.76627,-1.3767848,-0.7018318,3.6159408,-0.19184041,-118.3409,209.00905,199.84135,-3.3954475,7.409771,6.557049,140.71837,-291.7854,51.78917,4.580723,-10.047868,1.7025514
2.4999998,-89.077995,-93.76624,287.768,-3.0115337,-3.0229135,9.01986,-147.94469,-70.89977,10.539435,-4.515188,-1.7855146,0.20025925,-17.538044,118.811035,-1.8563796,-0.6815504,3.619849,-0.19183525,-126.77854,227.55737,216.23315,-3.354702,7.42884,6.5563846,152.10083,-316.93732,56.045334,4.525282,-10.073592,1.7023792
