Time,Entity2,Entity2,Entity2,Entity2,Entity2,Entity2,Entity1,Entity1,Entity1,Entity1,Entity1,Entity1,Entity0,Entity0,Entity0,Entity0,Entity0,Entity0,Entity4,Entity4,Entity4,Entity4,Entity4,Entity4,Entity3,Entity3,Entity3,Entity3,Entity3,Entity3
28.00007,-4843.324,55289.285,-7702.9663,6.9579334,7.721689,-2.3870025,-1016.86584,42000.758,-172.26263,5.236425,0.17823198,-0.0485211,8812.386,-52345.734,162.55237,-6.64785,-16.33576,0.05536466,19292.342,-100024.41,-5601.27,-12.764508,-36.458336,-1.72746,-26237.541,136317.8,-1454.3513,17.380033,49.567013,-0.44864684
28.10007,-4648.2744,55500.07,-7766.147,6.9234567,7.280875,-2.1094556,-871.1254,42001.12,-173.53902,5.135662,-0.15114145,-0.04231673,8624.365,-52798.812,164.02592,-6.733314,-15.910831,0.049505193,18930.367,-101037.43,-5646.9805,-12.996677,-35.64027,-1.525644,-25744.7,137695.05,-1466.223,17.694744,48.45319,-0.39624593
28.200071,-4453.603,55699.184,-7821.681,6.8818398,6.840917,-1.8287833,-727.78644,41992.277,-174.64404,5.0293355,-0.47508764,-0.036047395,8433.356,-53241.42,165.33847,-6.812258,-15.479151,0.043574706,18560.73,-102030.734,-5687.13,-13.2165,-34.80489,-1.3215636,-25241.465,139045.42,-1476.6509,17.992638,47.31588,-0.34325695
28.300072,-4259.521,55886.566,-7869.428,6.8330507,6.40229,-1.5452492,-587.0265,41974.312,-175.57472,4.917498,-0.7932054,-0.029719042,8239.53,-53673.297,166.4869,-6.884527,-15.041102,0.037578713,18183.742,-103003.695,-5721.616,-13.423611,-33.95289,-1.1154108,-24728.262,140368.1,-1485.6084,18.273222,46.156033,-0.28972974
28.400072,-4066.2397,56062.18,-7909.2534,6.7770643,5.9654756,-1.2591251,-449.0229,41947.34,-176.32819,4.800211,-1.1050935,-0.023337781,8043.0625,-54094.17,167.46823,-6.949975,-14.597086,0.03152291,17799.72,-103955.664,-5750.3423,-13.617653,-33.085007,-0.9073831,-24205.523,141662.19,-1493.0703,18.53601,44.974648,-0.23571563
28.500072,-3873.9768,56225.996,-7941.031,6.7138653,5.5309615,-0.9706904,-313.95297,41911.477,-176.90176,4.6775413,-1.4103515,-0.0169099,7844.1367,-54503.793,168.27965,-7.0084577,-14.147514,0.025413157,17409.01,-104886.03,-5773.2163,-13.798281,-32.201996,-0.69768375,-23673.717,142926.88,-1499.0128,18.780537,43.772762,-0.18126735
28.600073,-3682.9502,56377.992,-7964.6406,6.6434445,5.0992417,-0.68023205,-181.9936,41866.855,-177.29292,4.5495653,-1.7085798,-0.010441841,7642.9424,-54901.92,168.91846,-7.0598392,-13.692814,0.019255478,17011.959,-105794.2,-5790.152,-13.965157,-31.304655,-0.48652154,-23133.316,144161.34,-1503.4133,19.00634,42.551456,-0.12643912
28.700073,-3493.3796,56518.18,-7979.9717,6.5658035,4.670814,-0.3880444,-53.320847,41813.625,-177.49931,4.416365,-1.9993801,-0.0039402135,7439.672,-55288.324,169.38217,-7.1039886,-13.233425,0.013056062,16608.928,-106679.59,-5801.0684,-14.117954,-30.39381,-0.27411053,-22584.816,145364.81,-1506.251,19.212978,41.31185,-0.07128652
28.800074,-3305.4893,56646.574,-7986.92,6.480951,4.246182,-0.09442872,71.889786,41751.94,-177.51878,4.278032,-2.2823563,0.0025882255,7234.5283,-55662.78,169.66843,-7.1407814,-12.769801,0.0068212505,16200.301,-107541.66,-5805.8896,-14.256359,-29.470314,-0.060669824,-22028.736,146536.53,-1507.5061,19.400024,40.05512,-0.015866455
28.900074,-3119.5034,56763.2,-7985.3896,6.388904,3.8258529,0.20030658,193.46426,41681.984,-177.34935,4.1346645,-2.5571146,0.009136569,7027.718,-56025.08,169.77505,-7.1701,-12.302407,0.00055753626,15786.469,-108379.85,-5804.547,-14.380069,-28.53505,0.15357631,-21465.613,147675.75,-1507.1608,19.567068,38.78245,0.039762866
29.000074,-2935.6467,56868.11,-7975.294,6.2896905,3.4103374,0.49584666,311.22998,41603.945,-176.98923,3.986369,-2.8232653,0.01569777,6819.4507,-56375.027,169.70006,-7.1918344,-11.831723,-0.0057284418,15367.831,-109193.67,-5796.977,-14.4887905,-27.58893,0.3683989,-20895.988,148781.8,-1505.1986,19.713715,37.4951,0.095541984
29.100075,-2754.1467,56961.363,-7956.5557,6.1833463,3.0001485,0.79187024,425.01602,41518.023,-176.43681,3.8332596,-3.080422,0.022264645,6609.9434,-56712.44,169.44165,-7.205881,-11.35824,-0.012029904,14944.807,-109982.61,-5783.125,-14.582249,-26.632898,0.58356434,-20320.432,149854.02,-1501.6051,19.839588,36.194347,0.15141025
29.200075,-2575.2322,57043.043,-7929.106,6.069917,2.595802,1.0880501,534.6536,41424.434,-175.69077,3.6754587,-3.328203,0.02882988,6399.4204,-57037.16,168.99821,-7.212145,-10.882459,-0.01833994,14517.827,-110746.22,-5762.94,-14.660181,-25.667927,0.79883474,-19739.531,150891.75,-1496.3673,19.944336,34.881516,0.20730588
29.300076,-2399.1318,57113.25,-7892.886,5.9494576,2.1978154,1.3840533,639.9757,41323.402,-174.74992,3.5130956,-3.566231,0.035386045,6188.108,-57349.02,168.36833,-7.210539,-10.404893,-0.024651509,14087.332,-111484.05,-5736.3794,-14.722339,-24.69501,1.013968,-19153.887,151894.4,-1489.4742,20.027617,33.55796,0.263166
29.400076,-2226.075,57172.098,-7847.847,5.8220325,1.8067062,1.6795416,740.8185,41215.18,-173.61333,3.346308,-3.7941356,0.04192559,5976.2393,-57647.883,167.5508,-7.200983,-9.926068,-0.030957453,13653.777,-112195.69,-5703.4087,-14.768488,-23.715172,1.228718,-18564.117,152861.42,-1480.9166,20.089117,32.22508,0.31892678
29.500076,-2056.2903,57219.71,-7793.9497,5.687716,1.4229922,1.9741714,837.0205,41100.02,-172.2803,3.1752415,-4.011552,0.048440862,5764.05,-57933.625,166.54463,-7.1834073,-9.446519,-0.037250496,13217.625,-112880.75,-5663.9995,-14.798412,-22.729465,1.4428353,-17970.85,153792.3,-1470.6873,20.128542,30.884296,0.3745234
29.600077,-1890.0066,57256.25,-7731.1655,5.546592,1.047191,2.267595,928.4236,40978.19,-170.75037,3.0000494,-4.218123,0.05492412,5551.7803,-58206.14,165.34906,-7.1577497,-8.966789,-0.043523263,12779.351,-113538.88,-5618.1313,-14.811912,-21.738964,1.6560668,-17374.734,154686.55,-1458.7808,20.145622,29.537077,0.42989016
29.700077,-1727.4526,57281.87,-7659.4766,5.3987556,0.6798189,2.55946,1014.87274,40849.984,-169.02325,2.8208923,-4.4134984,0.061367515,5339.6763,-58465.332,163.96355,-7.123957,-8.487434,-0.04976828,12339.44,-114169.766,-5565.791,-14.808804,-20.744766,1.8681564,-16776.434,155543.72,-1445.1938,20.14011,28.184917,0.48496053
29.800077,-1568.8553,57296.76,-7578.8765,5.244311,0.32138935,2.84941,1096.2173,40715.69,-167.09901,2.6379395,-4.5973372,0.067763135,5127.987,-58711.12,162.38777,-7.0819874,-8.009017,-0.05597798,11898.392,-114773.1,-5506.975,-14.788922,-19.747995,2.0788453,-16176.622,156363.44,-1429.9254,20.111782,26.829344,0.5396673
29.900078,-1414.4413,57301.125,-7489.37,5.083371,-0.027586281,3.1370857,1172.3099,40575.63,-164.9779,2.4513664,-4.7693067,0.07410298,4916.965,-58943.457,160.62166,-7.0318065,-7.532108,-0.062144723,11456.71,-115348.64,-5441.686,-14.752122,-18.749794,2.2878718,-15575.987,157145.34,-1412.9763,20.06044,25.471912,0.59394264
30.000078,-1264.4349,57295.184,-7390.9727,4.916062,-0.3666007,3.4221244,1243.0078,40430.12,-162.66045,2.2613578,-4.929084,0.080379024,4706.8657,-59162.285,158.66539,-6.9733915,-7.057285,-0.06826079,11014.909,-115896.15,-5369.9365,-14.698275,-17.751328,2.4949727,-14975.232,157889.12,-1394.3496,19.985914,24.114208,0.6477181
30.100079,-1119.059,57279.176,-7283.7114,4.742518,-0.6951504,3.7041607,1308.1726,40279.504,-160.14742,2.0681045,-5.0763564,0.086583145,4497.949,-59367.59,156.51936,-6.9067283,-6.5851336,-0.0743184,10573.516,-116415.44,-5291.746,-14.627273,-16.75378,2.699882,-14375.069,158594.55,-1374.0505,19.888058,22.75784,0.70092463
30.200079,-978.53326,57253.355,-7167.6265,4.5628843,-1.0127383,3.9828274,1367.6713,40124.133,-157.43987,1.8718051,-5.2108235,0.09270722,4290.4766,-59559.37,154.18425,-6.8318143,-6.1162453,-0.080309734,10133.061,-116906.36,-5207.144,-14.539031,-15.758352,2.9023333,-13776.223,159261.38,-1352.0867,19.766758,21.404446,0.753493
30.30008,-843.0756,57218.0,-7042.7695,4.3773165,-1.3188727,4.2577558,1421.3754,39964.37,-154.53911,1.6726652,-5.332195,0.098743066,4084.712,-59737.637,151.66096,-6.748657,-5.6512165,-0.08622692,9694.084,-117368.8,-5116.1685,-14.433483,-14.766263,3.1020582,-13179.426,159889.47,-1328.4678,19.621922,20.055681,0.80535364
30.40008,-712.9004,57173.402,-6909.204,4.18598,-1.6130688,4.5285754,1469.1625,39800.594,-151.44673,1.4708982,-5.4401937,0.104682505,3880.9216,-59902.418,148.9507,-6.6572757,-5.1906495,-0.09206204,9257.132,-117802.66,-5018.8657,-14.310583,-13.778748,3.2987878,-12585.421,160478.73,-1303.206,19.453495,18.713226,0.85643667
30.50008,-588.2184,57119.87,-6767.0063,3.9890506,-1.8948501,4.7949157,1510.9155,39633.19,-148.1646,1.2667235,-5.534556,0.110517345,3679.3726,-60053.773,146.0549,-6.5576997,-4.735149,-0.09780719,8822.753,-118207.914,-4915.292,-14.170311,-12.797054,3.4922528,-11994.957,161029.1,-1276.3159,19.261444,17.37878,0.9066721
30.60008,-469.23712,57057.74,-6616.2656,3.7867143,-2.1637478,5.0564055,1546.5237,39462.566,-144.69487,1.0603676,-5.6150303,0.1162394,3480.3352,-60191.77,142.97528,-6.4499702,-4.285324,-0.103454426,8391.51,-118584.57,-4805.5117,-14.012665,-11.822444,3.6821833,-11408.798,161540.6,-1247.8142,19.045774,16.054058,0.95599
30.70008,-356.15903,56987.35,-6457.0845,3.579168,-2.4193041,5.312675,1575.8826,39289.13,-141.03998,0.85206366,-5.6813817,0.1218405,3284.0786,-60316.5,139.71385,-6.3341403,-3.8417847,-0.108995825,7963.9624,-118932.66,-4689.6,-13.83767,-10.856188,3.8683107,-10827.703,162013.25,-1217.7203,18.80652,14.740789,1.0043205
30.800081,-249.18275,56909.08,-6289.5767,3.3666182,-2.6610706,5.563355,1598.8944,39113.3,-137.20262,0.64205116,-5.733389,0.12731251,3090.8745,-60428.08,136.27284,-6.2102733,-3.4051435,-0.11442346,7540.68,-119252.266,-4567.64,-13.645371,-9.899569,4.0503664,-10252.449,162447.2,-1186.056,18.543747,13.440716,1.0515939
30.900082,-148.50154,56823.297,-6113.87,3.1492805,-2.8886104,5.8080773,1615.4685,38935.523,-133.18582,0.43057558,-5.770846,0.13264732,2900.9944,-60526.645,132.65482,-6.078446,-2.9760134,-0.119729444,7122.2324,-119543.516,-4439.7246,-13.435842,-8.953876,4.2280836,-9683.811,162842.62,-1152.8453,18.25755,12.155591,1.0977408
31.000082,-54.30351,56730.414,-5930.105,2.927382,-3.1014981,6.046476,1625.5206,38756.234,-128.99287,0.21788847,-5.7935634,0.13783689,2714.7087,-60612.348,128.86256,-5.9387455,-2.5550072,-0.12490592,6709.1914,-119806.58,-4305.957,-13.209174,-8.020403,4.4011955,-9122.565,163199.73,-1118.115,17.94806,10.8871765,1.1426921
31.100082,33.2296,56630.84,-5738.436,2.701159,-3.299323,6.2781887,1628.9751,38575.895,-124.627365,0.00424698,-5.8013706,0.14287326,2532.2874,-60685.37,124.89922,-5.791273,-2.1427357,-0.1299451,6302.1323,-120041.66,-4166.449,-12.96549,-7.1004496,4.56944,-8569.494,163518.83,-1081.894,17.615444,9.637237,1.1863796
31.200083,113.921585,56525.01,-5539.031,2.4708567,-3.4816868,6.502856,1625.7638,38394.97,-120.093185,-0.21008646,-5.7941127,0.14774853,2354.001,-60745.906,120.76815,-5.6361403,-1.7398081,-0.13483922,5901.6323,-120249.02,-4021.3225,-12.704934,-6.195317,4.732555,-8025.3823,163800.27,-1044.2142,17.259901,8.407541,1.2287353
31.300083,187.60316,56413.387,-5332.069,2.2367308,-3.6482072,6.7201214,1615.8262,38213.93,-115.39449,-0.4248442,-5.771653,0.1524549,2180.1172,-60794.184,116.47302,-5.4734716,-1.3468302,-0.13958064,5508.2656,-120428.97,-3870.709,-12.427677,-5.3063064,4.890282,-7491.0107,164044.45,-1005.1097,16.881662,7.1998596,1.2696923
31.400084,254.11201,56296.43,-5117.7446,1.9990463,-3.7985172,6.9296346,1599.1101,38033.254,-110.53577,-0.6397538,-5.7338753,0.15698467,2010.9021,-60830.438,112.017784,-5.3034043,-0.964404,-0.14416176,5122.607,-120581.84,-3714.7498,-12.133915,-4.434718,5.042367,-6967.1606,164251.86,-964.61694,16.480999,6.0159583,1.3091843
31.500084,313.2932,56174.625,-4896.265,1.7580767,-3.9322667,7.13105,1575.5724,37853.438,-105.52177,-0.8545383,-5.6806803,0.16133031,1846.6198,-60854.934,107.406685,-5.1260877,-0.5931258,-0.14857513,4745.2305,-120708.055,-3553.5952,-11.82387,-3.5818481,5.188558,-6454.612,164423.03,-922.7752,16.058216,4.8575993,1.3471462
31.600084,364.99927,56048.47,-4667.85,1.5141044,-4.0491223,7.3240275,1545.1783,37674.977,-100.35753,-1.0689168,-5.61199,0.16548438,1687.5315,-60867.96,102.644226,-4.9416833,-0.23358676,-0.15281337,4376.708,-120808.02,-3387.4058,-11.497789,-2.7489877,5.3286085,-5954.142,164558.58,-879.62604,15.613649,3.7265372,1.3835136
31.700085,409.09116,55918.49,-4432.733,1.2674208,-4.1487703,7.508233,1507.9025,37498.37,-95.0484,-1.2826041,-5.5277467,0.16943961,1533.8956,-60869.83,97.735214,-4.7503653,0.11363,-0.15686926,4017.6067,-120882.24,-3216.3516,-11.15595,-1.9374195,5.4622755,-5466.5215,164659.16,-835.21356,15.1476755,2.6245155,1.4182239
31.800085,445.4384,55785.203,-4191.16,1.0183254,-4.230915,7.6833405,1463.7285,37324.133,-89.600006,-1.4953117,-5.4279137,0.17318888,1385.9667,-60860.86,92.68474,-4.5523205,0.44794935,-0.16073573,3668.49,-120931.234,-3040.6118,-10.798651,-1.1484164,5.589323,-4992.5156,164725.48,-789.5845,14.660706,1.5532637,1.4512153
31.900085,473.91943,55649.16,-3943.3914,0.7671262,-4.2952824,7.8490314,1412.6499,37152.78,-84.01826,-1.7067482,-5.312476,0.17672528,1243.9948,-60841.414,87.49815,-4.347748,0.7688056,-0.16440584,3329.9153,-120955.59,-2860.3752,-10.426221,-0.3832386,5.709519,-4532.8823,164758.36,-742.78766,14.153186,0.5144942,1.482428
32.000084,494.42206,55510.92,-3689.6987,0.51413846,-4.3416185,8.004996,1354.6696,36984.84,-78.30934,-1.9166194,-5.181441,0.18004207,1108.2257,-60811.86,82.1811,-4.1368585,1.0756434,-0.16787285,3002.4348,-120955.94,-2675.84,-10.039014,0.3568673,5.822639,-4088.3718,164758.66,-694.87463,13.625603,-0.49009943,1.5118033
32.100082,506.84332,55371.06,-3430.367,0.25968516,-4.3696904,8.150933,1289.8003,36820.824,-72.47973,-2.1246285,-5.0348363,0.18313272,978.90063,-60772.6,76.73949,-3.9198763,1.3679181,-0.17113017,2686.5928,-120932.945,-2487.2136,-9.637411,1.0706704,5.928464,-3659.7234,164727.27,-645.8992,13.078473,-1.458845,1.5392845
32.20008,511.09067,55230.15,-3165.6936,0.00409624,-4.379289,8.286551,1218.0651,36661.27,-66.53616,-2.3304772,-4.8727145,0.18599094,856.2546,-60724.047,71.179504,-3.6970375,1.6450984,-0.17417143,2382.9253,-120887.34,-2294.7124,-9.221819,1.7569594,6.0267825,-3247.6648,164665.17,-595.9175,12.512353,-2.3900976,1.5648167
32.30008,507.08176,55088.797,-2895.9883,-0.25229147,-4.3702292,8.41157,1139.4967,36506.707,-60.485664,-2.5338655,-4.6951504,0.18861067,740.5165,-60666.64,65.50759,-3.46859,1.9066663,-0.1769905,2091.958,-120819.89,-2098.5618,-8.792672,2.4145448,6.1173906,-2852.9106,164573.45,-544.9881,11.927835,-3.282241,1.588347
32.400078,494.7453,54947.605,-2621.573,-0.50913495,-4.342349,8.525718,1054.1395,36357.668,-54.335495,-2.734492,-4.5022435,0.19098611,631.9092,-60600.84,59.73047,-3.2347941,2.1521187,-0.17958143,1814.2079,-120731.4,-1898.9958,-8.3504305,3.04226,6.200093,-2476.1626,164453.2,-493.17178,11.325546,-4.133692,1.6098245
32.500076,474.0205,54807.19,-2342.781,-0.76608527,-4.2955112,8.628738,962.0475,36214.688,-48.093185,-2.9320555,-4.2941155,0.1931117,530.64856,-60527.13,53.855095,-2.9959211,2.3809676,-0.18193856,1550.1803,-120622.74,-1696.2571,-7.895581,3.6389627,6.274701,-2118.107,164305.6,-440.5316,10.706149,-4.9428983,1.6292007
32.600075,444.8586,54668.18,-2059.9578,-1.0227879,-4.229605,8.720386,863.28564,36078.297,-41.766525,-3.1262546,-4.070914,0.19498222,436.94226,-60446.008,47.888687,-2.7522547,2.5927436,-0.18405646,1300.3663,-120494.81,-1490.5968,-7.428636,4.2035418,6.3410387,-1779.4103,164131.84,-387.13266,10.070342,-5.708352,1.6464293
32.700073,407.22208,54531.207,-1773.4594,-1.2788836,-4.1445465,8.8004265,757.92975,35949.035,-35.363533,-3.3167872,-3.8328094,0.19659267,350.99094,-60358.0,41.838707,-2.5040896,2.7869937,-0.18592995,1065.2458,-120348.57,-1282.274,-6.950133,4.7349143,6.398936,-1460.7245,163933.27,-333.0423,9.418859,-6.4285817,1.6614665
32.80007,361.0855,54396.926,-1483.653,-1.5340079,-4.0402775,8.868643,646.06665,35827.426,-28.892467,-3.5033534,-3.5799985,0.19793843,272.98624,-60263.65,35.712856,-2.2517314,2.9632845,-0.18755417,845.2834,-120185.016,-1071.5559,-6.460635,5.23203,6.4482336,-1162.6796,163711.22,-278.32983,8.752466,-7.1021633,1.6742709
32.90007,306.43542,54265.977,-1190.916,-1.7877929,-3.9167686,8.924829,527.79364,35714.008,-22.361816,-3.6856537,-3.3127012,0.19901514,203.11119,-60163.508,29.519054,-1.9954971,3.1212022,-0.18892452,640.9281,-120005.19,-858.717,-5.9607306,5.6938734,6.488784,-885.88544,163467.12,-223.06657,8.071965,-7.7277184,1.684804
33.00007,243.27174,54139.027,-895.6365,-2.039867,-3.7740188,8.968795,403.21982,35609.297,-15.780281,-3.8633914,-3.0311644,0.19981886,141.53877,-60058.156,23.265457,-1.735714,3.2603557,-0.19003676,452.61145,-119810.16,-644.03937,-5.451032,6.1194687,6.520449,-630.92737,163202.45,-167.32574,7.378191,-8.303924,1.6930301
33.100067,171.6064,54016.734,-598.21155,-2.2898555,-3.6120553,9.000368,272.4649,35513.82,-9.156769,-4.0362716,-2.7356584,0.20034592,88.4328,-59948.2,16.960423,-1.4727198,3.3803751,-0.19088693,280.74875,-119601.06,-427.81195,-4.9321766,6.5078783,6.5431027,-398.36865,162918.73,-111.182365,6.67201,-8.829506,1.6989164
33.200066,91.464806,53899.77,-299.04794,-2.5373814,-3.4309354,9.019389,135.66013,35428.094,-2.5003886,-4.204002,-2.4264796,0.20059305,43.946365,-59834.242,10.612516,-1.206862,3.4809146,-0.19147144,125.73595,-119379.08,-210.33046,-4.404824,6.858207,6.556631,-188.74638,162617.58,-54.71323,5.954322,-9.303252,1.7024332
33.300064,2.8855462,53788.805,1.4391174,-2.7820656,-3.2307463,9.025717,-7.0523176,35352.625,4.179567,-4.366294,-2.1039495,0.20055735,8.2216835,-59716.93,4.230498,-0.9384978,3.5616524,-0.19178705,-12.0509815,-119145.41,8.103134,-3.869656,7.1696057,6.560931,-2.570341,162300.64,2.0032578,5.2260556,-9.72401,1.703554
33.400063,-94.07961,53684.508,302.82605,-3.0235276,-3.011605,9.019228,-155.5192,35287.92,10.873629,-4.522864,-1.7684144,0.20023632,-18.6099,-59596.9,-2.176694,-0.6679933,3.6222918,-0.19183084,-132.25584,-118901.3,227.18088,-3.3273787,7.441269,6.555913,159.67665,161969.58,58.88714,4.4881706,-10.090689,1.7022554
